,text,label
4393,webgl web graphics library api javascript disponivel partir novo elemento canvas html5 oferece suporte renderizacao graficos 2d graficos 3d ha diferenca webgl canvas apenas ramificacao desenvolvimento graficos 3d utilizando api,"(0, 0, 1, 0)"
4394,tentando fazer delegacao evento code link dentro tabela mostra exemplo jsfiddle resultado obtido podem ver clicar link ativar evento code atribuido classe code disparado alterando assim classe link code clicar link desativar evento code atribuido classe code disparado novamente nao acontecendo nada correto execucao evento code alterando novamente classe code melhor entendimento favor abram link jsfiddle pegando alguns exemplos ja havia feito pesquisando sobre casos parecidos descobri deveria delegar evento seguinte forma code entanto nao obtive resultado esperado podem ver neste outro exemplo jsfiddle disposicao acrescentar informacoes necessario,"(0, 1, 1, 0)"
4395,desenvolvendo aplicacao hibrida mobile utilizando html5 js seguinte problema clico exemplo apelido abre parte sexo porem comportamento esquisito somente acontece primeira vez campo aberto caso campo ja foco procede corretamente outra situacao ocorreu mudo foco outro campo funciona perfeitamente segue abaixo imagem problema ocorreu click apelido abriu data aniversario fiz simulacao jsfiddle porem la funciona perfeitamente funcao faco gerenciar clicks utilizo campo foco fica sempre topo pagina code,"(0, 1, 0, 0)"
4396,duvida simples geralmente vejo sintaxe code fico entender motivo usar parenteses dessa forma code alguem pode explicar trata,"(1, 0, 0, 0)"
4397,saudacoes desenvolvendo aplicacao web ferramentas html css javascript bootstrap php mysql especie cadernenta professor algum momento professor tera introduzir formula calculo media frequencia exemplo base formula prof introduzir precisarei gerar tabela onde sera exibida nota estudante cada variaveis introduzidas formula exemplo sendo formula mf t1 25 t2 25 tg 35 ac 15 onde mf media freqencia t1 teste1 t2 trabalho grupo ac ava iacao continua questao procurando maneira utilizador introduzir formula forma simples possivel posso fazer,"(0, 0, 1, 0)"
4398,code,"(0, 1, 0, 0)"
4399,tentando verificar arquivo html remover algumas tags criar novo arquivo alteracoes feitas metodo utilizando momento js gulp acabo fazendo varios replaces cadeia acredito nao melhor maneira gostaria saber metodo melhor fazer segue codigo task atual code,"(1, 0, 0, 0)"
4400,instalei angular cli assim npm install g angular cli criei projeto assim ng new nome projeto ate ai tudo bem existe possibilidade criar projeto comendo ng new nao copie pasta angula local sim usar repositorio global motivo pergunta projeto limpo so angular aproximadamente 28 000 arquivos tamanho total aproximado 200 mb fazer backup demora consome espaco hd gostaria unificar pacotes possiveis repositorio global sempre criar projetos vao acessar bibliotecas la porque todos projetos terao mesmas versoes bibliotecas atualizar todos projetos serao atualizados executei seguintes linhas cmd simulando projeto zero criei pasta projetos dentro fiz comandos code final apresentou seguinte mensagem usei ng new projeto1 you can not use the new command inside an angular cli project,"(0, 0, 0, 1)"
4401,preciso montar faq nesse estilo clico pergunta apresenta resposta lado clico outra pergunta resposta deve alternar mostrar resposta referente outra pergunta clicada posso fazer pesquisei notei preciso script acabei comecar aprender html justamente conta trabalho entao nao conheco alguma ideia,"(0, 0, 1, 0)"
4402,code,"(0, 0, 1, 0)"
4403,aplicacao funcao code faz chamada devtools code possivel funcao iniciasse devtools algumas configuracoes padroes ha forma habilitar somente console acho devtools nativo poderoso faz preciso porem nao nada ver visualmente aplicacao nao queria ter reescrever console personalizado,"(1, 0, 0, 0)"
4404,faco javascript mostre esconda div html tentei tipo code nao funcionou,"(0, 0, 1, 0)"
4405,ola criei aplicativo html5 jquery mobile intel xdk sera android sabe app fb nele baseado dados especie pontuacao nao jogo queria colocar opcao compartilhar pontuacao facebook ja tentei ler referencias facebook sobre nao entendi desde ja obrigado,"(0, 0, 1, 0)"
4406,faco recolher argumentos pagina html tipo tentei usar c asp net code considerando query string code ai delvolveria obter valor javascript,"(0, 0, 1, 0)"
4407,usando script skrollr js site abrir celulares barra rolagem nao funcionando touch celular ficasse bloqueado queria saber desabilitar scripts usuario acessar celulares ja nao quero usar skrollr nessa situacao media query javascript,"(0, 0, 1, 0)"
4408,criando site carregar qualquer 6 paginas categoria site possuem cada imagem fundo media 40 70kb area onde encontra imagem pisca pagina pisca sempre clicar pagina atualiza la posso fazer,"(0, 0, 1, 0)"
4409,recebo aviso dar start code browser sync code alguma ideia,"(1, 0, 0, 0)"
4410,quero pegar nome todos campos tag code testar caso algum vazio insiro nome array pergunta assemelha algumas coisas antiga pergunta contexto diferente code code tentei algo tipo code nao funcionou bem,"(0, 1, 1, 0)"
4411,realizando alguns testes entender diferenca uso simples seletor code code poder selecionar primeira linha tabela exemplo exemplo 1 code nesses 3 testes percebi code funcionar necessario estar acompanhado tag quero criar variavel armazenar seletor poderei acessar objetos desse elemento seletor code exemplo 2 code detalhe descobri pode ser acessado code exemplo 3 code exemplo 3 resolve problema alguma forma faze lo funcionar utilizando exemplo 2 quais sao diferencas seletor code code alem saber code deve ser informado index exato onde informacao code procura item correspondente logica funcionam parece code possui maior desempenho nao algo significativo diante processo existe muita diferenca,"(0, 1, 0, 0)"
4412,desenvolvendo console html5 vue agilizar alguns comandos simples comando inserido vem atraves textarea code usando else if visto so preciso umas 4 funcoes code travei primeira pergunta pois nao ideia faco capturar uns valores estilo code c textarea basicamente preciso nesse if capture 4 valores seguidos sempre limpando textarea jogue objeto code alternando valor code cada nova linha nome cpf etc algum plugin ajudar nisso legal edit1 code array objetos tipo command ultimo comando,"(1, 0, 0, 0)"
4413,desenvolvendo codigo construo algumas areas influencias dadas localizacoes coordenadas raio distancia tempo pe partir coordenada entao concluo construcao fazer consultas banco dados code retornar coordenadas todos pontos referentes area resultante consulta problema tratar code so salvar objeto construido coordenadas resultantes consulta segue codigo code favor caso alguem sugestao agradeco,"(0, 0, 0, 1)"
4414,preciso colocar site igual nessa imagem ja fiz html css quadrado preco nao sei js nao conseguindo fazer quadrados esquerda clicar visita visita deve alterar valor preco botoes devem comportar radio so posso escolher,"(0, 0, 1, 0)"
4415,existe alguma maneira ajustar editor tela versao mobile utilizar css code code preciso fazer elemento css code css container todo editor ajuste tela celular porem utilizo atributos zoom scale css3 perde totalmente origem rabisco caneta editor nao sei fazendo errado pode ser javascript alguma metatag viewport nao sei fazer rolar ja tentei fazer usando transform reajustando plugin editor passando novas coordenadas porem nao adequa todas plataformas tela fica distorcendo alguem ideia fazer,"(0, 0, 1, 0)"
4416,iniciando parte relatorio sistema fazer requisicao gerar relatorio nova aba ate consigo fazer link passando alguns parametros code precisava todo objeto serializado post ate aonde sei nao consigo passar window open entao passando atributos relatorio api post gero relatorio so precisava api abrisse nova aba visualizar relatorio alguem alguma dicas sugestao poderia proceder,"(0, 0, 0, 1)"
4417,porque nao consegue ler propriedade code code aparece erro uncaught typeerror can not read property variosdias of undefined,"(0, 0, 1, 0)"
4418,fazendo pagina auxilia operadores monitoramento monitoramento carga preciso inserir varios formularios mesma pagina veja exemplo code code codigo inserir valores conforme sao checados encontrei aqui adicionar elementos textarea ordem checagem checkbox problema crio novo formulario dentro mesma pagina formularios entram conflito preciso codigo permita pegar dados formulario id x insira textarea id y entende qualquer outra solucao bem vinda desde consiga inserir varios formularios mesma pagina entrem conflito grato desde ja,"(0, 1, 1, 0)"
4419,tentando fazer contador progressivo estilo impostometro porem quantidade nao monetaria apenas unidade momento codigo code problemas enfrentando sao 1 gostaria nao utilizar onload startcountdown tag body 2 queria colocar filtro centena milhar milhoes etc 123 456 789 qualquer falta informacao so falar edito postagem cedo possivel,"(0, 0, 1, 0)"
4420,tentando executar loop mostrar valores respectivamente cada usuario porem ngif nao aparece nada coloco aqui exemplo ngif sao mostrados dois valores dois usuarios sendo cada usuario somente valor code code,"(0, 0, 0, 1)"
4421,preciso funcao desmarque checkbox linha passar tabela atualmente passo linha tabela outra checkbox continua marcado atrapalha preciso passe outra tabela checkbox fique desmarcado alguem puder ajudar agradeco code code,"(0, 0, 1, 0)"
4422,tentando criar bot pra twitter facebook discord leia par arquivos aleatoriamente determinada pasta pra postar redes basicamente pasta haverao varias imagens jpg png pra cada imagem havera json nome extensao diferente obviamente contera algumas caracteristicas pra postagem entao script vai escolher imagem aleatoriamente consumir json faz par assim sera postada imagem redes sociais funcao poderia ser feita,"(1, 0, 0, 0)"
4423,gostaria desenhar cicrculo so consegui aqui ainda code code usaria css pra,"(0, 0, 1, 0)"
4424,sei possivel criar directive angularjs seguintes formas code melhor pratica digo razao existir quatro maneiras deveria usar nao outra principio descarto uso class pois nao deixa explicito codigo estaria fazendo trata directive nao estilo css pra ficar explicito deveria fazer nomea la angular directive exemplo ja uso elemento code soa estranho termos semantica usar comentario tambem nao explicito realmente faz algo olhos programador ve codigo nao sabe angularjs inicialmente escolheria code ate porque ja comum uso atributos custom data elementos recomendado w3c quais outros argumentos sobre melhor escolha hora criar directive,"(0, 0, 0, 1)"
4425,posso fazer criar redirecionamentos pais digo vamos supor receba visitante mexico entao redirecionar code ja receber visita brasil va code ate receber visita portugal redirecione code etc posso fazer melhor solucao,"(0, 0, 1, 0)"
